Restaurant,Item,Category,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Baskin-Robbins,Cake Bites - Chocolate Mint,Grab-N-Go,330,180,20,13,0,15,180,33,2,25,4,4,0,8,15
Baskin-Robbins,Cake Bites - Double Chocolate,Grab-N-Go,310,160,18,11,0,15,190,35,2,27,4,2,10,6,15
Baskin-Robbins,Cake Bites - Praline Caramel,Grab-N-Go,360,200,22,15,0,20,160,39,0,32,3,2,0,8,2
Baskin-Robbins,Cake Bites - Vanilla Blondie,Grab-N-Go,350,200,22,17,0,20,135,35,0,28,3,4,10,10,2
Baskin-Robbins,Chocolate Chip Cookie Dough Ice Cream,Grab-N-Go,200,90,10,6,0,30,85,23,0,20,3,6,2,10,0
Baskin-Robbins,Chocolate Chip Ice Cream,Grab-N-Go,170,90,10,6,0,35,55,18,0,17,3,6,2,10,2
Baskin-Robbins,Chocolate Dipped Strawberry 1/8 cake,Grab-N-Go,260,120,13,8,0,30,125,33,1,28,3,4,10,8,4
Baskin-Robbins,Chocolate Ice Cream,Grab-N-Go,170,80,9,6,0,30,85,21,1,20,3,6,2,10,4
Baskin-Robbins,Chocolate Mint 1/8 cake,Grab-N-Go,290,160,18,13,0,40,90,30,1,27,4,8,2,10,6
Baskin-Robbins,Double Chocolate Chip 1/16 cake,Grab-N-Go,360,190,21,11,0,40,210,42,2,33,5,6,10,10,8
Baskin-Robbins,Double Chocolate OREO® 1/8 cake,Grab-N-Go,300,150,17,11,0,35,140,36,1,29,4,6,2,10,8
Baskin-Robbins,Gold Medal Ribbon® Ice Cream,Grab-N-Go,170,70,8,5,0,30,105,22,0,19,3,6,2,10,2
Baskin-Robbins,Jamoca® Almond Fudge Ice Cream,Grab-N-Go,180,90,10,5,0,30,55,21,1,19,4,6,2,10,2
Baskin-Robbins,Mini Cone - Chocolate Chip Ice Cream,Grab-N-Go,60,30,4,2,0,10,20,8,0,6,1,2,0,4,2
Baskin-Robbins,Mini Cone - Gold Medal Ribbon Ice Cream,Grab-N-Go,60,25,3,2,0,10,35,9,0,6,1,2,0,4,4
Baskin-Robbins,Mini Cone - Rainbow Sherbet,Grab-N-Go,40,0,0,0,0,0,10,9,0,7,0,0,0,2,0
Baskin-Robbins,Mini Cone - Vanilla Ice Cream,Grab-N-Go,60,30,4,2,0,15,20,7,0,6,1,2,0,4,0
Baskin-Robbins,Mini Cone - Very Berry Strawberry Ice Cream,Grab-N-Go,50,25,3,2,0,10,20,7,0,6,1,2,4,4,0
Baskin-Robbins,Mint Chocolate Chip Ice Cream,Grab-N-Go,170,90,10,6,0,35,55,18,0,17,3,6,2,10,2
Baskin-Robbins,Old Fashioned Butter Pecan Ice Cream,Grab-N-Go,180,110,12,6,0,35,70,16,1,15,3,6,2,10,0
Baskin-Robbins,OREO® Cookie 1/16 cake,Grab-N-Go,330,170,19,13,0,40,135,35,1,30,4,8,2,15,4
Baskin-Robbins,OREO® Cookies 'n Cream Ice Cream,Grab-N-Go,180,90,10,6,0,30,100,21,0,18,3,6,2,10,2
Baskin-Robbins,Peanut Butter 'n Chocolate Ice Cream,Grab-N-Go,200,120,13,6,0,30,115,20,1,18,5,6,0,10,4
Baskin-Robbins,Pralines 'n Cream Ice Cream,Grab-N-Go,190,80,9,5,0,30,125,24,0,21,3,6,0,10,0
Baskin-Robbins,Rainbow Sherbet,Grab-N-Go,120,15,2,1,0,5,30,26,0,25,1,2,2,4,0
Baskin-Robbins,Rocky Road Ice Cream,Grab-N-Go,190,90,10,5,0,30,85,23,1,21,4,6,0,8,40
Baskin-Robbins,Soft Serve Cookie Sandwich 1 Sandwich,Grab-N-Go,190,45,5,3,0,15,170,32,1,21,5,6,2,15,2
Baskin-Robbins,Soft Serve Cookie Sandwich with Sprinkles,Grab-N-Go,330,120,13,9,0,15,180,49,1,32,5,6,2,15,6
Baskin-Robbins,Strawberry 'n Cream Ice Cream Cake 1/8 cake,Grab-N-Go,220,120,13,9,0,20,40,25,0,24,2,4,4,6,0
Baskin-Robbins,Vanilla Ice Cream,Grab-N-Go,170,90,10,7,0,40,45,17,0,17,3,8,2,10,0
Baskin-Robbins,Very Berry Strawberry Ice Cream,Grab-N-Go,140,60,7,5,0,25,45,18,0,18,2,6,15,8,0
Baskin-Robbins,Chocolate Eclair Frozen Yogurt,Ice Cream,150,45,5,3,0,15,65,25,0,21,3,4,2,10,2
Baskin-Robbins,Fat-Free Vanilla Frozen Yogurt,Ice Cream,90,0,0,0,0,0,65,20,0,19,4,0,2,10,0
Baskin-Robbins,Lemon Sorbet - 2.5 oz Scoop,Ice Cream,80,0,0,0,0,0,10,21,0,20,0,0,500,0,0
Baskin-Robbins,Premium Churned Light Amaretto Cherry Swirl Ice Cream,Ice Cream,130,30,4,3,0,15,65,22,0,19,3,4,2,10,0
Blimpie,6 inch Blimpie Best,"Sandwiches, Subs and Wraps",450,160,18,6,0,50,1330,47,3,10,25,10,15,15,15
Blimpie,12 inch Blimpie Best,"Sandwiches, Subs and Wraps",900,320,35,12,0,105,2670,98,6,19,48,25,30,30,40
Blimpie,Blimpie Burger,"Sandwiches, Subs and Wraps",460,210,24,10,1,70,1280,42,1,4,21,0,0,2,25
Blimpie,Blimpie Dog,"Sandwiches, Subs and Wraps",510,260,29,12,0,55,1420,45,1,7,17,0,10,2,20
Blimpie,6 inch BLT,"Sandwiches, Subs and Wraps",430,200,22,5,0,25,960,43,2,6,15,10,10,2,15
Blimpie,12 inch BLT,"Sandwiches, Subs and Wraps",860,400,44,10,0,55,1980,83,5,12,31,15,25,4,30
Blimpie,6 inch Chicken Cheddar Bacon Ranch,"Sandwiches, Subs and Wraps",600,260,29,9,0,90,1620,45,3,8,38,15,15,15,15
Blimpie,12 inch Chicken Cheddar Bacon Ranch,"Sandwiches, Subs and Wraps",1200,530,59,19,0,180,3240,91,6,17,77,35,30,30,35
Blimpie,6 inch Chicken Teriyaki,"Sandwiches, Subs and Wraps",450,120,13,6,0,70,1330,47,5,12,36,4,4,20,15
Blimpie,6 inch Chicken Teriyaki,"Sandwiches, Subs and Wraps",450,110,12,6,0,70,1450,53,2,16,35,4,4,15,15
Blimpie,12 inch Chicken Teriyaki,"Sandwiches, Subs and Wraps",900,210,24,11,0,140,2930,105,4,31,69,6,6,35,30
Blimpie,"Ciabatta, Roast Beef, Turkey & Cheddar","Sandwiches, Subs and Wraps",520,220,24,8,0,65,1780,51,3,6,25,20,30,20,20
Blimpie,"Ciabatta, Buffalo Chicken","Sandwiches, Subs and Wraps",540,200,23,7,0,65,1970,49,3,5,31,15,25,20,20
Blimpie,"Ciabatta, French Dip","Sandwiches, Subs and Wraps",430,100,11,5,0,65,1820,49,2,2,31,4,15,25,25
Blimpie,"Ciabatta, Grilled Chicken Caesar","Sandwiches, Subs and Wraps",580,180,20,5,0,65,1480,62,3,4,34,10,30,20,20
Blimpie,"Ciabatta, Mediterranean","Sandwiches, Subs and Wraps",450,70,8,3,0,35,1720,65,3,6,26,35,60,20,25
Blimpie,"Ciabatta, Sicilian","Sandwiches, Subs and Wraps",520,200,22,7,0,60,1980,51,2,8,26,30,40,20,20
Blimpie,"Ciabatta, Spicy Chicken & Pepperoni","Sandwiches, Subs and Wraps",710,310,34,11,0,80,2070,65,3,4,33,6,25,25,25
Blimpie,"Ciabatta, Tuscan","Sandwiches, Subs and Wraps",490,180,19,6,0,50,1810,49,2,5,25,30,40,20,20
Blimpie,"Ciabatta, Ultimate Club","Sandwiches, Subs and Wraps",580,250,27,8,0,70,1760,51,3,7,30,10,25,25,20
Blimpie,6 inch Club,"Sandwiches, Subs and Wraps",410,120,13,4,0,45,1050,49,3,9,23,15,15,20,20
Blimpie,6 inch on Wheat Club,"Sandwiches, Subs and Wraps",410,130,14,5,0,45,1040,47,6,8,26,10,15,20,20
Blimpie,12 inch Club,"Sandwiches, Subs and Wraps",820,240,27,8,0,85,2110,97,6,18,47,25,30,40,35
Blimpie,6 inch Cuban,"Sandwiches, Subs and Wraps",410,100,11,5,0,65,1630,42,1,6,30,4,0,20,15
Blimpie,12 inch Cuban,"Sandwiches, Subs and Wraps",810,190,21,9,0,130,3260,83,3,12,59,8,0,45,35
Blimpie,Regular on Wheat Deli Trio,"Sandwiches, Subs and Wraps",320,50,5,1.5,0,40,1080,43,6,8,24,8,15,2,20
Blimpie,Regular Deli Trio,"Sandwiches, Subs and Wraps",330,40,5,1,0,35,1080,49,3,9,22,10,15,2,20
Blimpie,6 inch French Dip,"Sandwiches, Subs and Wraps",410,100,11,5,0,65,1650,46,1,3,30,4,0,20,25
Blimpie,12 inch French Dip,"Sandwiches, Subs and Wraps",780,200,22,10,0,130,2560,83,3,7,61,8,0,45,45
Blimpie,6 inch Ham & Swiss,"Sandwiches, Subs and Wraps",410,130,14,5,0,45,1020,47,3,10,23,10,15,20,15
Blimpie,6 inch on Wheat Ham & Swiss,"Sandwiches, Subs and Wraps",410,140,15,5,0,45,970,44,6,9,25,10,15,20,15
Blimpie,on Pretzel Bun Ham & Swiss,"Sandwiches, Subs and Wraps",520,130,15,5,0,45,940,75,4,14,24,10,15,20,25
Blimpie,12 inch Ham & Swiss,"Sandwiches, Subs and Wraps",820,250,28,10,0,95,2040,94,6,20,47,25,30,40,30
Blimpie,"Ham and Pepper Relish, Rg Wheat","Sandwiches, Subs and Wraps",300,50,6,1.5,0,30,1290,43,5,10,20,10,15,2,20
Blimpie,"6 inch Ham, Salami & Provolone","Sandwiches, Subs and Wraps",460,180,20,7,0,55,1270,47,3,9,24,10,15,15,15
Blimpie,"12 inch Ham, Salami & Provolone","Sandwiches, Subs and Wraps",930,360,40,14,0,110,2560,94,6,19,49,25,30,30,35
Blimpie,6 inch Hot Pastrami,"Sandwiches, Subs and Wraps",430,140,16,7,0,65,1350,42,1,5,30,4,0,20,20
Blimpie,on Pretzel Bun Hot Pastrami,"Sandwiches, Subs and Wraps",520,160,18,8,0,65,1050,60,2,9,30,4,0,20,25
Blimpie,12 inch Hot Pastrami,"Sandwiches, Subs and Wraps",860,300,33,15,0,130,2790,81,3,11,61,10,0,40,35
Blimpie,6 inch Meatball,"Sandwiches, Subs and Wraps",560,260,29,13,0,75,1820,47,3,6,29,15,4,35,20
Blimpie,12 inch Meatball,"Sandwiches, Subs and Wraps",1120,520,58,26,0,145,3640,94,7,12,57,30,8,70,45
Blimpie,6 inch Philly Steak & Onion,"Sandwiches, Subs and Wraps",590,310,35,11,0,80,1410,46,1,7,25,6,2,15,20
Blimpie,12 inch Philly Steak & Onion,"Sandwiches, Subs and Wraps",1190,630,70,24,0,160,2860,89,3,15,53,10,4,40,40
Blimpie,"Pretzel, Turkey Bacon","Sandwiches, Subs and Wraps",560,160,18,8,0,60,1800,70,3,11,28,15,8,20,25
Blimpie,6 inch Reuben,"Sandwiches, Subs and Wraps",530,180,20,6,0,70,1740,52,3,7,34,6,6,25,25
Blimpie,12 inch Reuben,"Sandwiches, Subs and Wraps",1060,360,40,12,0,145,3480,105,6,13,67,10,15,50,50
Blimpie,6 inch on Wheat Roast Beef & Provolone,"Sandwiches, Subs and Wraps",430,140,16,5,0,60,970,41,6,6,31,10,15,15,25
Blimpie,6 inch Roast Beef & Provolone,"Sandwiches, Subs and Wraps",430,130,15,5,0,60,1020,44,3,7,30,10,15,15,25
Blimpie,12 inch Roast Beef & Provolone,"Sandwiches, Subs and Wraps",860,270,30,10,0,120,2030,88,6,14,60,25,30,35,45
Blimpie,6 inch Special Vegetarian (Doritos Sub),"Sandwiches, Subs and Wraps",590,270,30,9,0,35,1170,66,4,10,16,20,30,25,20
Blimpie,12 inch Special Vegetarian (Doritos Sub),"Sandwiches, Subs and Wraps",1180,530,59,18,0,70,3540,131,8,20,33,45,60,45,35
Blimpie,6 inch Super Stacked Blimpie Best,"Sandwiches, Subs and Wraps",550,200,22,8,0,90,2090,52,3,12,36,10,15,15,25
Blimpie,12 inch Super Stacked Blimpie Best,"Sandwiches, Subs and Wraps",1100,400,45,16,0,185,4180,104,6,24,71,25,30,30,45
Blimpie,6 inch Super Stacked Blimpie Trio,"Sandwiches, Subs and Wraps",520,150,16,5,0,95,1880,50,3,11,43,10,15,20,20
Blimpie,12 inch Super Stacked Blimpie Trio,"Sandwiches, Subs and Wraps",1040,290,33,10,0,190,3670,99,6,22,84,25,30,45,45
Blimpie,6 Super Stacked BLT,"Sandwiches, Subs and Wraps",540,270,30,8,0,45,1420,43,2,6,22,10,10,2,20
Blimpie,12 Super Stacked BLT,"Sandwiches, Subs and Wraps",1080,540,60,15,0,90,2840,86,5,12,44,20,25,4,35
Blimpie,6 inch Super Stacked Hot Pastrami,"Sandwiches, Subs and Wraps",570,210,24,10,0,110,2150,42,1,7,47,4,0,20,25
Blimpie,12 inch Super Stacked Hot Pastrami,"Sandwiches, Subs and Wraps",1140,430,48,21,0,220,4310,84,3,14,94,10,0,40,50
Blimpie,6 inch Super Stacked Turkey and Bacon,"Sandwiches, Subs and Wraps",620,240,27,11,0,65,2680,50,3,10,42,20,15,20,20
Blimpie,12 inch Super Stacked Turkey and Bacon,"Sandwiches, Subs and Wraps",1240,490,54,22,0,135,5420,99,6,20,84,35,30,35,40
Blimpie,6 inch Tuna,"Sandwiches, Subs and Wraps",460,190,21,3,0,55,780,41,2,6,25,8,10,2,15
Blimpie,12 inch Tuna,"Sandwiches, Subs and Wraps",920,380,42,6,0,110,1550,82,5,12,50,15,20,4,25
Blimpie,6 inch Turkey & Provolone,"Sandwiches, Subs and Wraps",410,120,14,5,0,45,1370,47,3,9,25,10,15,15,15
Blimpie,6 inch on Wheat Turkey & Provolone,"Sandwiches, Subs and Wraps",410,130,14,5,0,45,1320,44,6,7,27,10,15,15,20
Blimpie,12 inch Turkey & Provolone,"Sandwiches, Subs and Wraps",820,240,26,8,0,85,2740,94,6,17,50,20,30,30,35
Blimpie,6 inch Turkey and Avocado,"Sandwiches, Subs and Wraps",360,70,7,1,0,30,1340,51,4,8,21,10,20,2,20
Blimpie,12 inch Turkey and Avocado,"Sandwiches, Subs and Wraps",720,130,15,2,0,60,2690,102,8,17,41,20,40,6,40
Blimpie,6 inch Turkey and Cranberry,"Sandwiches, Subs and Wraps",350,35,4,1,0,30,1220,58,3,14,20,2,6,2,20
Blimpie,12 inch Turkey and Cranberry,"Sandwiches, Subs and Wraps",700,70,7,2,0,60,2440,116,6,29,40,6,15,4,35
Blimpie,"Turkey and Sweet/Spicy Mustard, Rg Wheat","Sandwiches, Subs and Wraps",320,40,5,1,0,30,1470,46,6,10,23,8,15,2,20
Blimpie,6 inch Veggie & Cheese,"Sandwiches, Subs and Wraps",460,190,21,9,0,40,1420,50,3,9,19,35,50,30,15
Blimpie,12 inch Veggie & Cheese,"Sandwiches, Subs and Wraps",920,370,42,18,0,80,3290,100,7,18,37,70,100,60,35
Blimpie,"Veggie & Provolone Rg, no sauce","Sandwiches, Subs and Wraps",330,80,9,4,0,15,940,49,3,8,14,25,50,20,15
Blimpie,"Veggie Salad, Rg Wheat","Sandwiches, Subs and Wraps",260,50,5,1,0,0,820,44,7,7,11,25,50,4,20
Blimpie,6 inch Veggie Supreme,"Sandwiches, Subs and Wraps",550,250,28,14,0,35,1500,49,3,9,27,40,50,60,15
Blimpie,12 inch Veggie Supreme,"Sandwiches, Subs and Wraps",1090,510,56,28,0,75,3000,97,7,18,53,80,100,110,30
Blimpie,6 inch VegiMax,"Sandwiches, Subs and Wraps",520,190,21,5,0,10,1290,55,5,9,28,20,10,15,15
Blimpie,6 inch on Wheat VegiMax,"Sandwiches, Subs and Wraps",530,200,22,6,0,10,1240,52,9,8,29,20,10,15,20
Blimpie,12 inch VegiMax,"Sandwiches, Subs and Wraps",1040,370,41,11,0,25,2550,110,11,18,55,35,20,30,35
Blimpie,"Wrap, Buffalo Chicken Pepperjack","Sandwiches, Subs and Wraps",680,300,34,10,0,75,2150,60,5,5,33,20,20,25,20
Blimpie,"Wrap, Chicken Caesar","Sandwiches, Subs and Wraps",590,230,26,8,0,70,1610,56,4,5,34,15,10,40,25
Blimpie,"Wrap, Chicken Cordon Blimpie","Sandwiches, Subs and Wraps",620,280,31,9,0,85,1430,53,3,3,33,4,0,25,15
Blimpie,"Wrap, Southwestern","Sandwiches, Subs and Wraps",500,170,19,6,0,50,1760,60,4,9,23,10,10,25,30
Blimpie,Bagel,Breakfast,290,10,1,0,0,0,700,58,3,12,11,2,0,2,25
Blimpie,"Bagel, Cream Cheese",Breakfast,390,100,11,6,0,30,780,59,3,12,13,8,0,4,25
Blimpie,Biscuit with Sausage Gravy,Breakfast,460,240,27,14,0,25,1320,43,2,4,12,0,0,4,15
Blimpie,"Biscuit, Bacon Egg & Cheese",Breakfast,440,220,25,16,0,160,1610,37,1,3,18,8,0,15,15
Blimpie,"Biscuit, Egg & Cheese",Breakfast,380,180,20,15,0,165,1380,37,1,4,13,8,0,15,15
Blimpie,"Biscuit, Ham Egg & Cheese",Breakfast,420,190,21,15,0,185,1660,39,1,5,19,8,0,15,15
Blimpie,"Biscuit, Sausage Egg & Cheese",Breakfast,530,310,34,20,0,195,1690,37,1,4,19,8,0,20,15
Blimpie,"Bluffin, Bacon Egg & Cheese",Breakfast,320,140,16,7,0,160,1090,27,2,2,17,8,2,20,15
Blimpie,"Bluffin, Egg & Cheese",Breakfast,240,90,10,5,0,165,770,27,2,2,12,8,2,20,15
Blimpie,"Bluffin, Ham Egg & Cheese",Breakfast,280,90,10,5,0,180,1050,29,2,4,17,8,2,20,15
Blimpie,"Bluffin, Plain",Breakfast,130,10,1,0,0,0,240,25,2,2,5,0,2,10,5
Blimpie,"Bluffin, Sausage Egg & Cheese",Breakfast,390,210,24,10,0,195,1080,27,2,2,18,8,2,25,20
Blimpie,"Burrito, Bacon Egg & Cheese",Breakfast,660,320,35,14,0,320,2570,54,3,1,31,15,0,25,20
Blimpie,"Burrito, Egg & Cheese",Breakfast,510,220,24,10,0,300,1930,54,3,1,21,15,0,25,15
Blimpie,"Burrito, Ham Egg & Cheese",Breakfast,580,230,25,10,0,330,2490,57,3,4,31,15,0,25,20
Blimpie,"Burrito, Sausage Egg & Cheese",Breakfast,800,460,52,20,0,355,2550,54,3,1,33,15,0,25,20
Blimpie,"Burrito, Turkey Egg & Cheese",Breakfast,560,220,24,10,0,320,2460,56,3,2,29,15,0,25,20
Blimpie,Cinnamon Roll,Breakfast,450,180,20,9,0,30,730,60,2,17,9,0,0,4,20
Blimpie,Egg & Cheese on a Roll,Breakfast,220,90,10,5,0,150,740,21,1,2,11,8,0,15,10
Blimpie,"Grilled Breakfast Sandwich, Bacon",Breakfast,480,210,23,10,0,335,1620,44,1,4,25,15,0,20,20
Blimpie,"Grilled Breakfast Sandwich, Ham",Breakfast,480,170,19,9,0,355,1860,47,1,7,30,15,0,20,25
Blimpie,"Grilled Breakfast Sandwich, Sausage",Breakfast,710,410,45,18,0,385,1920,44,1,4,32,15,0,25,25
Blimpie,"Grilled Breakfast Sandwich, Turkey",Breakfast,460,160,18,8,0,345,1830,46,1,5,28,15,0,20,25
Blimpie,Blimpie Special Sauce,Dressings and Sauces,40,40,5,0,0,0,0,0,0,0,0,0,0,0,0
Blimpie,Blue Cheese,Dressings and Sauces,230,220,24,5,0,25,440,2,0,2,2,0,0,2,0
Blimpie,Buttermilk Ranch,Dressings and Sauces,150,140,16,3,0,5,250,1,0,1,1,0,0,0,0
Blimpie,Creamy Caesar,Dressings and Sauces,210,190,21,4,0,10,520,2,0,1,1,0,0,0,0
Blimpie,Creamy Italian,Dressings and Sauces,180,160,18,3,0,0,420,4,0,3,0,0,0,0,0
Blimpie,Dijon Honey Mustard,Dressings and Sauces,180,150,17,3,0,15,240,8,0,7,1,0,0,0,0
Blimpie,Fat-Free Italian,Dressings and Sauces,25,0,0,0,0,0,390,5,0,3,0,0,0,0,0
Blimpie,Light Buttermilk Ranch,Dressings and Sauces,70,35,4,1,0,0,310,8,0,3,1,0,0,0,0
Blimpie,Light Italian,Dressings and Sauces,20,10,1,0,0,0,770,2,0,2,0,0,0,0,0
Blimpie,Mayonnaise,Dressings and Sauces,100,100,11,2,0,10,100,0,0,0,0,0,0,0,0
Blimpie,"Mustard, Honey",Dressings and Sauces,20,5,1,0,0,0,85,4,1,3,1,15,0,0,2
Blimpie,"Mustard, Spicy Brown",Dressings and Sauces,15,0,0,0,0,0,170,0,0,0,0,0,0,0,0
Blimpie,"Mustard, Yellow Deli Style",Dressings and Sauces,15,0,0,0,0,0,170,0,0,0,0,0,0,0,0
Blimpie,"Oil, Blend",Dressings and Sauces,60,50,6,1,0,0,0,0,0,0,0,0,0,0,0
Blimpie,Peppercorn,Dressings and Sauces,120,110,12,2,0,5,210,1,0,1,0,0,0,0,0
Blimpie,Red Wine Vinegar,Dressings and Sauces,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Blimpie,"Sauce, Red Hot Original",Dressings and Sauces,10,5,0,0,0,0,760,2,0,0,0,10,0,0,2
Blimpie,Thousand Island,Dressings and Sauces,210,180,20,3,0,15,350,6,0,6,0,0,0,0,0
Blimpie,"3"" Ham and Cheese",Kids Subs,240,80,9,5,0,15,900,28,1,4,14,6,0,10,10
Blimpie,"3"" Tuna",Kids Subs,260,100,11,2,0,25,450,25,1,3,13,0,0,0,8
Blimpie,"3"" Turkey and Cheese",Kids Subs,210,45,5,2,0,25,830,27,1,4,14,2,0,8,10
Blimpie,Antipasto Salad,Salads,250,130,15,6,0,55,1670,14,4,7,19,120,50,25,15
Blimpie,Buffalo Chicken Salad,Salads,220,80,9,5,0,60,840,10,4,5,25,120,50,20,10
Blimpie,Chicken Caesar,Salads,190,70,7,4,0,70,610,6,3,3,27,110,40,20,8
Blimpie,Garden,Salads,30,5,0,0,0,0,15,6,3,3,2,110,40,4,6
Blimpie,Tuna,Salads,270,170,19,3,0,55,370,6,3,3,18,110,40,4,6
Blimpie,Ultimate Club,Salads,270,130,14,7,0,65,1070,11,4,7,24,130,50,35,10
Blimpie,Baked BBQ Chips,"Sides, Snacks and Desserts",130,30,4,0,0,0,240,25,2,2,2,0,2,4,2
Blimpie,Brownie,"Sides, Snacks and Desserts",230,100,10,4,0,22,115,28,1,21,3,0,0,0,6
Blimpie,Cheddar Sour Cream Chips,"Sides, Snacks and Desserts",240,130,15,5,0,0,280,21,2,3,3,0,15,0,4
Blimpie,Cheetos Crunchy,"Sides, Snacks and Desserts",160,90,10,3,0,0,290,15,1,1,2,0,0,2,4
Blimpie,Chocolate Chunk Cookie,"Sides, Snacks and Desserts",180,90,10,5,0,10,125,24,1,14,2,0,0,0,6
Blimpie,"Cole Slaw Salad, side","Sides, Snacks and Desserts",160,80,9,2,0,5,240,20,2,17,1,10,8,4,4
Blimpie,Cotton Candy,"Sides, Snacks and Desserts",220,0,0,0,0,0,0,56,0,56,3,0,0,0,0
Blimpie,Doritos Cooler Ranch,"Sides, Snacks and Desserts",240,110,12,3,0,0,300,31,2,2,3,0,0,8,4
Blimpie,Doritos Nacho Cheese,"Sides, Snacks and Desserts",240,110,12,3,0,0,330,30,2,3,3,0,0,8,4
Blimpie,Fritos,"Sides, Snacks and Desserts",320,180,20,2,0,0,210,30,2,0,4,0,0,8,4
Blimpie,KC Master BBQ Chips,"Sides, Snacks and Desserts",240,130,15,5,0,0,300,22,1,3,3,0,15,2,4
Blimpie,"Macaroni Salad, side","Sides, Snacks and Desserts",330,200,22,5,0,15,790,28,2,8,5,0,0,0,10
Blimpie,Nachos,"Sides, Snacks and Desserts",540,250,28,4,0,10,890,66,6,0,9,8,2,20,15
Blimpie,"Northwest Potato Salad, side","Sides, Snacks and Desserts",260,160,17,4,0,25,390,22,3,3,3,0,0,0,8
Blimpie,Oatmeal Raisin Cookie,"Sides, Snacks and Desserts",160,70,8,4,0,15,110,23,1,12,2,0,0,2,4
Blimpie,Peanut Butter Cookie,"Sides, Snacks and Desserts",200,70,8,5,0,15,150,20,1,12,4,0,0,0,4
Blimpie,Pickle,"Sides, Snacks and Desserts",25,0,0,0,0,0,1520,5,0,0,0,0,0,0,0
Blimpie,Regular Popcorn,"Sides, Snacks and Desserts",590,290,32,6,0,0,0,66,11,1,10,4,0,2,20
Blimpie,Large Popcorn,"Sides, Snacks and Desserts",1180,570,64,11,0,0,5,132,23,1,20,6,2,2,35
Blimpie,"Potato Salad, side","Sides, Snacks and Desserts",230,110,12,3,0,10,490,28,3,8,3,0,0,0,8
Blimpie,Pretzels Classic Thin Style,"Sides, Snacks and Desserts",220,20,2,0,0,0,0,47,2,2,4,0,0,0,20
Blimpie,"Side, Cheese Sauce","Sides, Snacks and Desserts",80,40,5,2,0,5,470,8,0,0,2,0,0,4,0
Blimpie,"Side, Chili","Sides, Snacks and Desserts",70,25,3,2,0,10,350,9,5,2,5,8,2,2,4
Blimpie,Plain Soft Pretzel,"Sides, Snacks and Desserts",450,25,3,0,0,0,480,93,3,3,12,0,0,0,30
Blimpie,Salted Soft Pretzel,"Sides, Snacks and Desserts",480,25,4,0,0,0,2010,93,3,3,12,0,0,0,30
Blimpie,Cinnamon Sugar Soft Pretzel,"Sides, Snacks and Desserts",510,25,4,0,0,0,480,102,3,12,12,0,0,0,30
Blimpie,Sugar Cookie,"Sides, Snacks and Desserts",320,140,15,6,0,30,210,42,1,23,3,8,0,0,8
Blimpie,SunChips Multigrain Harvest Cheddar,"Sides, Snacks and Desserts",210,80,9,2,0,0,280,28,3,3,3,0,0,0,6
Blimpie,SunChips Multigrain Original,"Sides, Snacks and Desserts",210,80,9,1,0,0,140,29,4,3,3,0,0,0,4
Blimpie,White Chocolate Macadamia Nut Cookie,"Sides, Snacks and Desserts",190,90,10,5,0,10,120,23,0,15,2,0,0,2,4
Blimpie,Bean with Ham,Soups,140,10,1,0,0,0,1070,23,11,2,8,45,2,8,8
Blimpie,Beef Steak & Noodle,Soups,120,35,4,2,0,30,780,14,0,4,8,170,8,2,10
Blimpie,Beef Stew,Soups,170,32,4,4,0,45,890,18,2,2,17,10,2,10,2
Blimpie,Captain's Corn Chowder,Soups,210,60,7,3,0,5,890,29,4,7,6,10,2,10,2
Blimpie,Chicken & Dumpling,Soups,170,60,7,3,0,50,970,19,3,4,11,6,2,8,6
Blimpie,Chicken Gumbo,Soups,90,20,2,0,0,10,1280,13,2,4,6,4,4,2,0
Blimpie,Chicken Noodle,Soups,130,30,4,1,0,30,1040,18,2,5,7,30,4,2,0
Blimpie,Chicken with White & Wild Rice,Soups,250,90,10,3,0,30,1030,15,4,4,14,15,4,6,0
Blimpie,Cream of Broccoli with Cheese,Soups,250,170,19,11,0,55,1040,13,0,2,7,25,25,15,2
Blimpie,Cream of Potato,Soups,190,80,9,3,0,0,860,24,3,3,5,10,2,10,2
Blimpie,French Onion,Soups,80,30,4,1,0,0,1020,11,1,6,2,4,4,2,2
Blimpie,Garden Vegetable,Soups,80,5,1,0,0,0,620,14,3,5,5,45,2,0,4
Blimpie,Grande Chili with Bean & Beef,Soups,250,80,9,5,0,40,1230,16,18,7,18,20,25,6,15
Blimpie,Harvest Vegetable,Soups,100,10,1,0,0,0,920,19,3,4,4,60,10,4,4
Blimpie,Italian Style Wedding,Soups,130,30,4,2,0,10,900,17,0,0,7,10,2,2,4
Blimpie,Minestrone,Soups,90,25,3,0,0,0,1150,14,4,4,4,45,4,8,4
Blimpie,New England Clam Chowder,Soups,170,25,3,2,0,25,1060,28,2,5,7,2,6,15,2
Blimpie,Pasta Fagioli with Sausage,Soups,150,40,5,2,0,20,910,22,4,2,7,35,10,4,6
Blimpie,Split Pea with Ham,Soups,130,15,2,0,0,5,1090,21,6,1,8,70,2,4,4
